INACAP;;;;;;;;;;;;;;;;;;;;;;;;;;;
Asignaturas críticas (Req 719831 );;;;;;;;;;;;;;;;;;;;;;;;;;;
Asignaturas Críticas (Req 719831 );;;;;;;;;;;;;;;;;;;;;;;;;;;
Fecha de Consulta: 30-01-2026 15:20;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
PERIODO;ZONA;SEDE;CODIGO ASIGNATURA;ASIGNATURA;AREA;COD PE;PROGRAMA;COD MENCION;MENCION;PLAN;INSTITUCION;JORNADA;NIVEL;PREREQUISITO SEMESTRE SIGUIENTE;ULTIMO NIVEL;SECCIONES;ALUMNOS;PROMEDIO NOTA UNO;PROMEDIO NOTA DOS;PROMEDIO NOTA TRES;ALUMNOS EN RIESGO;PORCENTAJE REPROBACION N1;PORCENTAJE REPROBACION N2;PORCENTAJE REPROBACION N3;AYUDANTIA VIRTUAL;AYUDANTIA SEDE;ALUMNOS AYUDANTIA
PRIMAVERA 2025;Zona Austral;COYHAIQUE;MASM21;Sistemas de Motorización;Mecánica;MI;Ingeniería en Mecánica y Electromovilidad Automotriz;MI1;Sin Mención;MI-MI1-1;I.P.;DIURNA;2;1;NO;2;27;6;6.6;6.9;1;;11.1;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;MASM43;Sistemas Multiplexados de Seguridad y Confortabilidad;Mecánica;ME;Técnico en Mecánica y Electromovilidad Automotriz;ME1;Sin Mención;ME-ME1-1;C.F.T.;VESPERTINA;4;0;SI;1;26;6.3;6.9;6.2;0;;0;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;MASM43;Sistemas Multiplexados de Seguridad y Confortabilidad;Mecánica;MI;Ingeniería en Mecánica y Electromovilidad Automotriz;MI1;Sin Mención;MI-MI1-1;I.P.;DIURNA;4;0;NO;1;21;6.4;6.1;6.7;1;;0;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;MASP41;Diagnóstico de Sistemas de Propulsión Inteligentes;Mecánica;MI;Ingeniería en Mecánica y Electromovilidad Automotriz;MI1;Sin Mención;MI-MI1-1;I.P.;DIURNA;4;0;NO;1;21;4.2;6.5;6.9;1;;7.1;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;MASP41;Diagnóstico de Sistemas de Propulsión Inteligentes;Mecánica;ME;Técnico en Mecánica y Electromovilidad Automotriz;ME1;Sin Mención;ME-ME1-1;C.F.T.;VESPERTINA;4;0;SI;1;24;3.8;6.6;6.9;0;;6.3;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;MTAE02;Resolución de Problemas en Álgebra;Agroindustria y Medioambiente;TEA;Técnico Agrícola;TEA;Sin mención;TEA-TEA-1;C.F.T.;DIURNA;1;1;NO;1;2;5.9;6;5.6;1;30.8;;22.2;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;MTFC01;Funciones y Números Complejos;Agroindustria y Medioambiente;TEA;Técnico Agrícola;TEA;Sin mención;TEA-TEA-1;C.F.T.;DIURNA;2;0;NO;1;6;4.4;5;3.7;1;;;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;MTFF01;Funciones y Progresiones;Administración;AE;Administración de Empresas;AE0;Sin Mención;AE-AE0-4;C.F.T.;DIURNA;2;0;NO;1;30;5.3;5.1;5;4;;11.4;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;MTFG01;Funciones y Geometría;Mecánica;MI;Ingeniería en Mecánica y Electromovilidad Automotriz;MI1;Sin Mención;MI-MI1-1;I.P.;DIURNA;2;0;NO;1;22;4.9;5.2;4;6;;15.4;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;MTFG01;Funciones y Geometría;Diseño e Industria Digital;DDW;Diseño Digital y Web;DDW;Sin mención;DDW-DDW-1;C.F.T.;DIURNA;2;0;NO;1;14;5;5.6;5.3;1;;23.1;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;MTFG01;Funciones y Geometría;Construcción;TC;Técnico en Construcción;TCO;SIN MENCIÓN;TC-TCO-2;C.F.T.;VESPERTINA;2;0;NO;1;27;5.3;5.3;4.8;0;;15;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;MTFG01;Funciones y Geometría;Construcción;CC;Construcción Civil;CC0;Sin mención;CC-CC0-5;I.P.;DIURNA;2;0;NO;1;26;5.1;5.4;5.1;5;;17.6;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;MTFG01;Funciones y Geometría;Agroindustria y Medioambiente;88;Ingeniería Agrícola;885;Sin Mención;88-885-4;I.P.;DIURNA;2;0;NO;2;38;4.4;4.2;4.5;22;;;;0;SI;19
PRIMAVERA 2025;Zona Austral;COYHAIQUE;MTFG01;Funciones y Geometría;Mecánica;ME;Técnico en Mecánica y Electromovilidad Automotriz;ME1;Sin Mención;ME-ME1-1;C.F.T.;VESPERTINA;2;0;NO;2;51;4.9;5.2;4.8;4;;14.9;;0;SI;22
PRIMAVERA 2025;Zona Austral;COYHAIQUE;MVFF01;Funciones y Progresiones;Administración;AE;Administración de Empresas;AE0;Sin Mención;AE-AE0-5;C.F.T.;VESPERTINA;2;0;NO;2;42;5;5.4;4.9;8;;4.8;;0;SI;21
PRIMAVERA 2025;Zona Austral;COYHAIQUE;MVFF01;Funciones y Progresiones;Administración;TAP;Técnico en Administración Pública;TAP;Sin Mención;TAP-TAP-2;C.F.T.;VESPERTINA;2;0;NO;1;22;5;4.7;5;3;;17.2;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;MVFM01;Funciones y Matrices;Informática, Ciberseguridad y Telecomunicaciones;B5;Analista Programador;B50;SIN MENCIÓN;B5-B50-14;C.F.T.;VESPERTINA;2;0;NO;1;36;5.5;4.1;5.7;4;;12.8;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TAAT02;Comunicación: Aprende a transmitir tus ideas de manera efectiva;Extra-Curricular;TAA;Talleres de Apoyo al Aprendizaje;TAA;Sin mención;TAA-TAA-1;I.P.;VESPERTINA;1;0;SI;3;45;;;;27;;;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TAAT02;Comunicación: Aprende a transmitir tus ideas de manera efectiva;Extra-Curricular;TAA;Talleres de Apoyo al Aprendizaje;TAA;Sin mención;TAA-TAA-1;I.P.;DIURNA;1;0;SI;8;105;;;;21;;;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TAAT04;Integridad. Construyendo Relaciones de Confianza;Extra-Curricular;TAA;Talleres de Apoyo al Aprendizaje;TAA;Sin mención;TAA-TAA-1;I.P.;DIURNA;1;0;SI;3;50;;;;27;;;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TAAT05;Perseverancia. Claves para alcanzar tus objetivos;Extra-Curricular;TAA;Talleres de Apoyo al Aprendizaje;TAA;Sin mención;TAA-TAA-1;I.P.;VESPERTINA;1;0;SI;5;52;;;;41;;;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TAAT05;Perseverancia. Claves para alcanzar tus objetivos;Extra-Curricular;TAA;Talleres de Apoyo al Aprendizaje;TAA;Sin mención;TAA-TAA-1;I.P.;DIURNA;1;0;SI;9;108;;;;76;;;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TEAF02;Administración de Fármacos;Salud;48;Técnico en Enfermería;480;SIN MENCIÓN;48-480-7;C.F.T.;DIURNA;2;2;NO;3;80;4.4;5.6;3.9;9;;14.9;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TECH01;Calidad, Seguridad y Humanización en la Atención del Usuario;Salud;48;Técnico en Enfermería;480;SIN MENCIÓN;48-480-7;C.F.T.;DIURNA;2;0;NO;3;71;4.9;6.3;5.3;2;;9.4;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TEEB01;Enfermería Básica;Salud;48;Técnico en Enfermería;480;SIN MENCIÓN;48-480-7;C.F.T.;DIURNA;2;2;NO;4;101;4.9;4.4;4.8;29;;25.8;;0;SI;27
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TEEP01;Electivo II Emergencias y Prehospitalario;Administración;ELE;Electivos CFT - IP;ELEC;Electivos CFT-IP;48-480-7-Electivos;I.P.;DIURNA;1;0;NO;1;29;5.2;5.4;6.5;0;;11.5;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TEEU01;Enfermería en Urgencias;Salud;48;Técnico en Enfermería;480;SIN MENCIÓN;48-480-7;C.F.T.;DIURNA;4;1;NO;3;55;5.1;5.7;5.6;6;;13.7;;0;SI;11
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TEMI01;Manejo de Insumos Clínicos;Salud;48;Técnico en Enfermería;480;SIN MENCIÓN;48-480-7;C.F.T.;DIURNA;2;0;NO;3;72;5;5.7;3.9;13;;11.8;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TEMR01;Cuidados de la Mujer y Recién Nacido;Salud;48;Técnico en Enfermería;480;SIN MENCIÓN;48-480-7;C.F.T.;DIURNA;4;1;NO;2;46;6.5;6;6.4;2;;0;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TENA01;Cuidados de Enfermería del Niño y Adolescente;Salud;48;Técnico en Enfermería;480;SIN MENCIÓN;48-480-7;C.F.T.;DIURNA;4;1;NO;2;42;5.3;5.1;6;4;;12.2;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TEPP01;Práctica Profesional/Internado;Salud;48;Técnico en Enfermería;480;SIN MENCIÓN;48-480-7;C.F.T.;DIURNA;5;0;SI;1;1;6.5;6.7;6.1;0;0;;0;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TEPQ01;Electivo II Cuidados en Pabellón Quirúrgico;Administración;ELE;Electivos CFT - IP;ELEC;Electivos CFT-IP;48-480-7-Electivos;I.P.;DIURNA;1;0;NO;1;24;4.4;4.5;5.2;7;;18.5;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TEPS01;Promoción de la Salud y Prevención de la Enfermedad;Salud;48;Técnico en Enfermería;480;SIN MENCIÓN;48-480-7;C.F.T.;DIURNA;2;0;NO;3;74;4.6;6.4;5.5;7;;11.1;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TESD01;Salud Digital;Salud;48;Técnico en Enfermería;480;SIN MENCIÓN;48-480-7;C.F.T.;DIURNA;4;1;NO;2;45;5;5.7;6;0;;2;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TETE03;Taller Integrado de Empresas III;Administración;CA;Contador Auditor;CA1;Sin Mención;CA-CA1-1;U.T.C.;VESPERTINA;8;0;SI;1;1;7;7;7;0;;;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TI2021;Programación Orientada a Objeto;Informática, Ciberseguridad y Telecomunicaciones;B5;Analista Programador;B50;SIN MENCIÓN;B5-B50-12;C.F.T.;VESPERTINA;2;1;NO;1;1;7;5.8;3.8;0;0;0;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TI2023;Desarrollo Ágil;Informática, Ciberseguridad y Telecomunicaciones;B5;Analista Programador;B50;SIN MENCIÓN;B5-B50-12;C.F.T.;VESPERTINA;2;1;NO;1;1;6;6.7;6.5;0;0;;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TI2041;Programación Back End;Informática, Ciberseguridad y Telecomunicaciones;B5;Analista Programador;B50;SIN MENCIÓN;B5-B50-12;C.F.T.;VESPERTINA;4;0;SI;1;3;6.1;5.1;5.9;0;;15.4;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TI2042;Aplicaciones Móviles para IoT;Informática, Ciberseguridad y Telecomunicaciones;B5;Analista Programador;B50;SIN MENCIÓN;B5-B50-12;C.F.T.;VESPERTINA;4;0;SI;1;3;3.6;4.3;5.2;0;;15.4;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TI2043;Ingeniería de Software;Informática, Ciberseguridad y Telecomunicaciones;B5;Analista Programador;B50;SIN MENCIÓN;B5-B50-12;C.F.T.;VESPERTINA;4;0;SI;1;1;6.5;6.8;6.8;0;;22.2;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TI3V21;Programación Orientada a Objeto Seguro;Informática, Ciberseguridad y Telecomunicaciones;B5;Analista Programador;B50;SIN MENCIÓN;B5-B50-14;C.F.T.;VESPERTINA;2;0;NO;3;47;4.9;3.9;4.5;2;;27.3;;0;SI;15
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TI3V22;Bases de Datos Estructuradas;Informática, Ciberseguridad y Telecomunicaciones;B5;Analista Programador;B50;SIN MENCIÓN;B5-B50-14;C.F.T.;VESPERTINA;2;1;NO;3;52;4.3;4.5;5;7;;26.1;;0;SI;16
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TI3V23;Metodología de Desarrollo Ágil;Informática, Ciberseguridad y Telecomunicaciones;B5;Analista Programador;B50;SIN MENCIÓN;B5-B50-14;C.F.T.;VESPERTINA;2;0;NO;1;38;3.4;5.7;5.5;3;;30.4;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TI3V25;Modelamiento de Soluciones Informáticas;Informática, Ciberseguridad y Telecomunicaciones;B5;Analista Programador;B50;SIN MENCIÓN;B5-B50-14;C.F.T.;VESPERTINA;2;0;NO;2;38;6.2;6.4;6.5;0;;34.8;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TI3V41;Programación Back End;Informática, Ciberseguridad y Telecomunicaciones;B5;Analista Programador;B50;SIN MENCIÓN;B5-B50-14;C.F.T.;VESPERTINA;4;0;SI;2;31;4.2;4.7;6.4;11;;;;0;SI;14
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TI3V42;Aplicaciones Móviles para IoT;Informática, Ciberseguridad y Telecomunicaciones;B5;Analista Programador;B50;SIN MENCIÓN;B5-B50-14;C.F.T.;VESPERTINA;4;0;SI;1;16;6.7;6.3;6.3;0;;;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TI3V43;Ingeniería de Software;Informática, Ciberseguridad y Telecomunicaciones;B5;Analista Programador;B50;SIN MENCIÓN;B5-B50-14;C.F.T.;VESPERTINA;4;0;SI;1;15;6;6.8;6.7;0;;;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TIHI42;Taller de Diseño y Desarrollo de Soluciones;Informática, Ciberseguridad y Telecomunicaciones;B5;Analista Programador;B50;SIN MENCIÓN;B5-B50-12;C.F.T.;VESPERTINA;4;0;SI;1;3;5.6;6.3;6.2;0;;16.7;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TIHV43;Proyecto Integrado;Informática, Ciberseguridad y Telecomunicaciones;B5;Analista Programador;B50;SIN MENCIÓN;B5-B50-14;C.F.T.;VESPERTINA;4;0;SI;1;12;6.9;5.9;4.7;0;;;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TILV12;Realidad Virtual y Aumentada;Administración;ELE;Electivos CFT - IP;ELEC;Electivos CFT-IP;B5-B50-14-Electivos;I.P.;VESPERTINA;4;0;SI;1;6;6.5;5;6.2;0;;;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TILV22;Desarrollo de Video Juegos;Administración;ELE;Electivos CFT - IP;ELEC;Electivos CFT-IP;B5-B50-14-Electivos;I.P.;VESPERTINA;4;0;SI;1;8;5.9;6.4;5.8;0;;;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TOAC02;Administración Clínica Dental y Equipos;Salud;TO;Técnico en Odontología;TO;Sin mención;TO-TO-1;C.F.T.;DIURNA;2;0;NO;2;45;5.7;5.3;5;0;;6;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TOCS02;Calidad, Seguridad y Humanización en la Atención Odontológica y Bioética;Salud;TO;Técnico en Odontología;TO;Sin mención;TO-TO-1;C.F.T.;DIURNA;2;0;NO;2;45;5.4;4.7;6;4;;19.2;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TOEB02;Esterilización y Bioseguridad;Salud;TO;Técnico en Odontología;TO;Sin mención;TO-TO-1;C.F.T.;DIURNA;2;1;NO;2;43;5.6;6.2;6;3;;12;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TOID02;Imagenología Dental;Salud;TO;Técnico en Odontología;TO;Sin mención;TO-TO-1;C.F.T.;DIURNA;2;1;NO;2;45;4.1;5.1;5.9;1;;11.1;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TOOD02;Operatoria Dental;Salud;TO;Técnico en Odontología;TO;Sin mención;TO-TO-1;C.F.T.;DIURNA;2;1;NO;2;45;4.1;5.9;6;5;;13.3;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TOOG04;Odontogeriatría;Salud;TO;Técnico en Odontología;TO;Sin mención;TO-TO-1;C.F.T.;DIURNA;4;1;NO;1;21;6.2;6.4;6.2;0;;;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TOPP02;Promoción y Prevención en Salud Bucal Familiar;Salud;TO;Técnico en Odontología;TO;Sin mención;TO-TO-1;C.F.T.;DIURNA;2;0;NO;2;44;4.4;4.8;5.2;1;;11.5;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TORO04;Rehabilitación Oral;Salud;TO;Técnico en Odontología;TO;Sin mención;TO-TO-1;C.F.T.;DIURNA;4;1;NO;1;21;4.5;5.1;6.1;0;;;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TORT04;Ortodoncia y Ortopedia;Salud;TO;Técnico en Odontología;TO;Sin mención;TO-TO-1;C.F.T.;DIURNA;4;1;NO;2;43;4.3;6.4;6.4;1;;;;0;SI;21
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TOUI04;Urgencias e Integración de Especialidades Odontológicas;Salud;TO;Técnico en Odontología;TO;Sin mención;TO-TO-1;C.F.T.;DIURNA;4;1;NO;1;18;4.8;6.1;5.8;1;;;;0;NO;0
PRIMAVERA 2025;Zona Austral;COYHAIQUE;TTRA01;Tutoría;Extra-Curricular;TU;Tutoría;TU1;Sin Mención;TU-TU1-1;I.P.;DIURNA;1;0;SI;4;0;;;;0;;;;0;NO;0
